AYUNTAMIENTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021 18:52 (UTC-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'040207B0100,'040207B010002,'04,CAMPECHE,'003,CARMEN,'0207,1,B,0,1,2,,,,,,,,32,41,35,42,33,35,18,38,23,15,6,35,19,,,,563,,,,,,,,,,,
'040207C0100,'040207C010002,'04,CAMPECHE,'003,CARMEN,'0207,1,C,0,1,2,,,,,,,,49,33,36,22,16,46,16,45,46,35,7,43,26,,,,562,,,,,,,,,,,
'040207C0200,'040207C020002,'04,CAMPECHE,'003,CARMEN,'0207,2,C,0,1,2,,,,,,,,40,16,10,2,35,8,31,38,34,30,26,34,40,,,,562,,,,,,,,,,,
'040208B0100,'040208B010002,'04,CAMPECHE,'003,CARMEN,'0208,1,B,0,1,2,,,,,,,,35,45,43,24,42,43,15,14,45,26,2,3,41,,,,516,,,,,,,,,,,
'040208C0100,'040208C010002,'04,CAMPECHE,'003,CARMEN,'0208,1,C,0,1,2,,,,,,,,10,29,33,43,26,11,40,14,15,36,9,10,18,,,,515,,,,,,,,,,,
'040208C0200,'040208C020002,'04,CAMPECHE,'003,CARMEN,'0208,2,C,0,1,2,,,,,,,,19,47,39,6,29,16,17,9,39,45,3,8,30,,,,515,,,,,,,,,,,
'040209B0100,'040209B010002,'04,CAMPECHE,'003,CARMEN,'0209,1,B,0,1,2,,,,,,,,31,43,22,10,27,30,38,27,19,14,9,4,38,,,,729,,,,,,,,,,,
'040209C0100,'040209C010002,'04,CAMPECHE,'003,CARMEN,'0209,1,C,0,1,2,,,,,,,,47,4,16,12,30,32,43,18,19,41,10,24,39,,,,729,,,,,,,,,,,
'040210B0100,'040210B010002,'04,CAMPECHE,'003,CARMEN,'0210,1,B,0,1,2,,,,,,,,48,22,17,35,27,39,26,4,1,6,23,37,19,,,,536,,,,,,,,,,,
'040210C0100,'040210C010002,'04,CAMPECHE,'003,CARMEN,'0210,1,C,0,1,2,,,,,,,,19,10,48,16,49,4,36,16,14,6,14,30,38,,,,536,,,,,,,,,,,
'040210C0200,'040210C020002,'04,CAMPECHE,'003,CARMEN,'0210,2,C,0,1,2,,,,,,,,44,17,8,17,23,42,9,38,27,1,41,28,18,,,,535,,,,,,,,,,,
'040211B0100,'040211B010002,'04,CAMPECHE,'003,CARMEN,'0211,1,B,0,1,2,,,,,,,,43,38,47,9,14,40,41,49,25,28,46,33,17,,,,739,,,,,,,,,,,
'040211C0100,'040211C010002,'04,CAMPECHE,'003,CARMEN,'0211,1,C,0,1,2,,,,,,,,31,48,25,46,20,14,20,16,7,46,27,15,9,,,,739,,,,,,,,,,,
'040212B0100,'040212B010002,'04,CAMPECHE,'003,CARMEN,'0212,1,B,0,1,2,,,,,,,,9,36,29,12,43,32,44,12,30,46,27,4,41,,,,389,,,,,,,,,,,
'040212C0100,'040212C010002,'04,CAMPECHE,'003,CARMEN,'0212,1,C,0,1,2,,,,,,,,19,30,24,5,7,1,26,7,6,21,34,29,46,,,,388,,,,,,,,,,,
'040213B0100,'040213B010002,'04,CAMPECHE,'003,CARMEN,'0213,1,B,0,1,2,,,,,,,,6,4,15,46,9,37,3,28,38,17,19,18,20,,,,448,,,,,,,,,,,
'040213C0100,'040213C010002,'04,CAMPECHE,'003,CARMEN,'0213,1,C,0,1,2,,,,,,,,20,49,24,19,33,20,37,29,24,49,28,10,15,,,,448,,,,,,,,,,,
'040214B0100,'040214B010002,'04,CAMPECHE,'003,CARMEN,'0214,1,B,0,1,2,,,,,,,,12,28,8,26,46,23,38,49,28,30,47,12,40,,,,590,,,,,,,,,,,
'040214C0100,'040214C010002,'04,CAMPECHE,'003,CARMEN,'0214,1,C,0,1,2,,,,,,,,30,1,43,27,2,37,21,15,4,48,44,29,2,,,,589,,,,,,,,,,,
'040215B0100,'040215B010002,'04,CAMPECHE,'003,CARMEN,'0215,1,B,0,1,2,,,,,,,,44,41,5,12,32,19,25,19,3,23,42,40,5,,,,400,,,,,,,,,,,
'040216B0100,'040216B010002,'04,CAMPECHE,'003,CARMEN,'0216,1,B,0,1,2,,,,,,,,10,12,11,21,18,11,2,4,4,28,40,48,4,,,,441,,,,,,,,,,,
'040216C0100,'040216C010002,'04,CAMPECHE,'003,CARMEN,'0216,1,C,0,1,2,,,,,,,,40,3,20,19,46,16,11,21,42,20,2,43,25,,,,440,,,,,,,,,,,
'040216S0100,'040216S010002,'04,CAMPECHE,'003,CARMEN,'0216,1,S,0,1,2,,,,,,,,11,30,38,11,35,20,34,34,2,11,47,3,40,,,,0,,,,,,,,,,,
'040217B0100,'040217B010002,'04,CAMPECHE,'003,CARMEN,'0217,1,B,0,1,2,,,,,,,,19,4,40,11,49,25,38,1,18,19,5,19,2,,,,633,,,,,,,,,,,
'040217C0100,'040217C010002,'04,CAMPECHE,'003,CARMEN,'0217,1,C,0,1,2,,,,,,,,19,33,4,1,20,18,6,16,44,39,40,46,13,,,,633,,,,,,,,,,,
'040218B0100,'040218B010002,'04,CAMPECHE,'003,CARMEN,'0218,1,B,0,1,2,,,,,,,,30,3,7,1,28,35,15,30,22,37,39,49,41,,,,589,,,,,,,,,,,
'040218C0100,'040218C010002,'04,CAMPECHE,'003,CARMEN,'0218,1,C,0,1,2,,,,,,,,15,1,30,26,33,17,25,12,33,9,33,34,34,,,,588,,,,,,,,,,,
'040218S0100,'040218S010002,'04,CAMPECHE,'003,CARMEN,'0218,1,S,0,1,2,,,,,,,,16,40,40,16,7,27,26,10,13,15,39,22,3,,,,0,,,,,,,,,,,
'040219B0100,'040219B010002,'04,CAMPECHE,'003,CARMEN,'0219,1,B,0,1,2,,,,,,,,2,33,6,33,35,39,42,6,40,46,29,21,15,,,,466,,,,,,,,,,,
'040220B0100,'040220B010002,'04,CAMPECHE,'003,CARMEN,'0220,1,B,0,1,2,,,,,,,,30,10,28,24,32,11,36,43,12,12,19,36,6,,,,734,,,,,,,,,,,
'040221B0100,'040221B010002,'04,CAMPECHE,'003,CARMEN,'0221,1,B,0,1,2,,,,,,,,6,2,15,8,48,22,31,32,21,24,29,42,31,,,,716,,,,,,,,,,,
'040222B0100,'040222B010002,'04,CAMPECHE,'003,CARMEN,'0222,1,B,0,1,2,,,,,,,,21,17,30,35,28,15,5,2,12,4,8,49,23,,,,524,,,,,,,,,,,
'040223B0100,'040223B010002,'04,CAMPECHE,'003,CARMEN,'0223,1,B,0,1,2,,,,,,,,23,22,38,11,5,27,7,47,10,24,7,25,11,,,,732,,,,,,,,,,,
'040224B0100,'040224B010002,'04,CAMPECHE,'003,CARMEN,'0224,1,B,0,1,2,,,,,,,,21,12,45,35,30,11,18,43,46,39,9,45,7,,,,614,,,,,,,,,,,
'040224C0100,'040224C010002,'04,CAMPECHE,'003,CARMEN,'0224,1,C,0,1,2,,,,,,,,24,3,38,3,37,16,38,15,33,28,42,37,9,,,,613,,,,,,,,,,,
'040225B0100,'040225B010002,'04,CAMPECHE,'003,CARMEN,'0225,1,B,0,1,2,,,,,,,,25,44,14,38,21,32,17,29,45,21,32,23,16,,,,589,,,,,,,,,,,
'040225C0100,'040225C010002,'04,CAMPECHE,'003,CARMEN,'0225,1,C,0,1,2,,,,,,,,14,30,16,23,42,45,18,43,22,32,16,1,11,,,,588,,,,,,,,,,,
'040226B0100,'040226B010002,'04,CAMPECHE,'003,CARMEN,'0226,1,B,0,1,2,,,,,,,,45,34,1,46,42,29,13,23,9,33,43,49,8,,,,575,,,,,,,,,,,
'040226C0100,'040226C010002,'04,CAMPECHE,'003,CARMEN,'0226,1,C,0,1,2,,,,,,,,1,24,21,17,23,19,31,27,19,21,29,20,6,,,,574,,,,,,,,,,,
'040227B0100,'040227B010002,'04,CAMPECHE,'003,CARMEN,'0227,1,B,0,1,2,,,,,,,,27,32,34,15,25,27,38,14,33,34,31,49,39,,,,700,,,,,,,,,,,
'040227C0100,'040227C010002,'04,CAMPECHE,'003,CARMEN,'0227,1,C,0,1,2,,,,,,,,22,24,46,12,29,11,29,1,12,23,6,25,49,,,,700,,,,,,,,,,,
'040228B0100,'040228B010002,'04,CAMPECHE,'003,CARMEN,'0228,1,B,0,1,2,,,,,,,,12,40,37,25,36,39,30,33,26,13,27,23,15,,,,496,,,,,,,,,,,
'040228C0100,'040228C010002,'04,CAMPECHE,'003,CARMEN,'0228,1,C,0,1,2,,,,,,,,23,9,15,20,18,33,15,14,11,47,43,37,21,,,,495,,,,,,,,,,,
'040228S0100,'040228S010002,'04,CAMPECHE,'003,CARMEN,'0228,1,S,0,1,2,,,,,,,,46,34,34,16,18,6,6,25,16,33,30,37,10,,,,0,,,,,,,,,,,
'040230B0100,'040230B010002,'04,CAMPECHE,'003,CARMEN,'0230,1,B,0,1,2,,,,,,,,18,26,9,17,43,38,14,2,22,32,13,18,7,,,,737,,,,,,,,,,,
'040230C0100,'040230C010002,'04,CAMPECHE,'003,CARMEN,'0230,1,C,0,1,2,,,,,,,,30,28,10,30,48,25,25,2,36,26,41,22,16,,,,737,,,,,,,,,,,
'040230C0200,'040230C020002,'04,CAMPECHE,'003,CARMEN,'0230,2,C,0,1,2,,,,,,,,36,11,28,31,49,2,5,25,14,21,30,35,21,,,,737,,,,,,,,,,,
'040230C0300,'040230C030002,'04,CAMPECHE,'003,CARMEN,'0230,3,C,0,1,2,,,,,,,,27,36,30,23,42,8,26,8,35,31,28,31,25,,,,737,,,,,,,,,,,
'040230C0400,'040230C040002,'04,CAMPECHE,'003,CARMEN,'0230,4,C,0,1,2,,,,,,,,15,45,30,36,18,49,38,21,16,27,34,41,27,,,,737,,,,,,,,,,,
'040230C0500,'040230C050002,'04,CAMPECHE,'003,CARMEN,'0230,5,C,0,1,2,,,,,,,,2,8,24,33,44,45,9,13,8,21,6,16,15,,,,736,,,,,,,,,,,
'040230C0600,'040230C060002,'04,CAMPECHE,'003,CARMEN,'0230,6,C,0,1,2,,,,,,,,5,4,15,14,42,9,23,35,46,24,23,24,25,,,,736,,,,,,,,,,,
'040230C0700,'040230C070002,'04,CAMPECHE,'003,CARMEN,'0230,7,C,0,1,2,,,,,,,,20,10,32,28,10,16,8,40,37,43,7,11,27,,,,736,,,,,,,,,,,
'040230C0800,'040230C080002,'04,CAMPECHE,'003,CARMEN,'0230,8,C,0,1,2,,,,,,,,3,27,4,30,41,18,32,23,6,5,15,44,3,,,,736,,,,,,,,,,,
'040231B0100,'040231B010002,'04,CAMPECHE,'003,CARMEN,'0231,1,B,0,1,2,,,,,,,,1,1,42,12,29,17,39,23,16,44,3,21,26,,,,577,,,,,,,,,,,
'040231C0100,'040231C010002,'04,CAMPECHE,'003,CARMEN,'0231,1,C,0,1,2,,,,,,,,7,2,47,36,33,25,19,37,26,18,15,41,32,,,,577,,,,,,,,,,,
'040231C0200,'040231C020002,'04,CAMPECHE,'003,CARMEN,'0231,2,C,0,1,2,,,,,,,,5,4,22,35,8,16,31,48,8,42,40,2,14,,,,577,,,,,,,,,,,
'040231C0300,'040231C030002,'04,CAMPECHE,'003,CARMEN,'0231,3,C,0,1,2,,,,,,,,40,42,47,34,8,49,24,22,23,10,29,29,31,,,,576,,,,,,,,,,,
'040232B0100,'040232B010002,'04,CAMPECHE,'003,CARMEN,'0232,1,B,0,1,2,,,,,,,,4,33,22,3,11,13,1,21,1,45,28,29,3,,,,654,,,,,,,,,,,
'040232C0100,'040232C010002,'04,CAMPECHE,'003,CARMEN,'0232,1,C,0,1,2,,,,,,,,19,10,42,17,2,43,18,7,17,45,36,27,12,,,,654,,,,,,,,,,,
'040232C0200,'040232C020002,'04,CAMPECHE,'003,CARMEN,'0232,2,C,0,1,2,,,,,,,,45,2,4,39,16,26,28,46,15,20,12,28,16,,,,654,,,,,,,,,,,
'040233B0100,'040233B010002,'04,CAMPECHE,'003,CARMEN,'0233,1,B,0,1,2,,,,,,,,13,20,12,39,10,23,33,19,40,2,34,8,3,,,,636,,,,,,,,,,,
'040233C0100,'040233C010002,'04,CAMPECHE,'003,CARMEN,'0233,1,C,0,1,2,,,,,,,,19,28,19,1,41,13,25,11,1,44,46,38,35,,,,635,,,,,,,,,,,
'040233C0200,'040233C020002,'04,CAMPECHE,'003,CARMEN,'0233,2,C,0,1,2,,,,,,,,22,27,14,17,40,2,40,12,27,11,17,48,28,,,,635,,,,,,,,,,,
'040234B0100,'040234B010002,'04,CAMPECHE,'003,CARMEN,'0234,1,B,0,1,2,,,,,,,,14,44,17,9,12,17,8,15,26,26,16,18,28,,,,649,,,,,,,,,,,
'040234C0100,'040234C010002,'04,CAMPECHE,'003,CARMEN,'0234,1,C,0,1,2,,,,,,,,42,22,5,19,14,45,11,41,20,4,48,36,38,,,,649,,,,,,,,,,,
'040234C0200,'040234C020002,'04,CAMPECHE,'003,CARMEN,'0234,2,C,0,1,2,,,,,,,,15,32,36,6,49,28,7,49,43,24,1,33,47,,,,649,,,,,,,,,,,
'040235B0100,'040235B010002,'04,CAMPECHE,'003,CARMEN,'0235,1,B,0,1,2,,,,,,,,38,32,17,30,43,11,33,33,15,28,48,48,2,,,,668,,,,,,,,,,,
'040235C0100,'040235C010002,'04,CAMPECHE,'003,CARMEN,'0235,1,C,0,1,2,,,,,,,,21,37,44,23,49,3,43,9,23,4,1,4,37,,,,668,,,,,,,,,,,
'040236B0100,'040236B010002,'04,CAMPECHE,'003,CARMEN,'0236,1,B,0,1,2,,,,,,,,49,25,20,20,41,22,30,29,2,10,42,37,29,,,,744,,,,,,,,,,,
'040236C0100,'040236C010002,'04,CAMPECHE,'003,CARMEN,'0236,1,C,0,1,2,,,,,,,,11,48,49,6,18,14,11,34,16,32,14,43,29,,,,744,,,,,,,,,,,
'040237B0100,'040237B010002,'04,CAMPECHE,'003,CARMEN,'0237,1,B,0,1,2,,,,,,,,47,20,34,35,25,43,33,37,34,44,16,5,15,,,,577,,,,,,,,,,,
'040237C0100,'040237C010002,'04,CAMPECHE,'003,CARMEN,'0237,1,C,0,1,2,,,,,,,,28,7,28,17,48,12,43,16,43,9,12,22,26,,,,576,,,,,,,,,,,
'040239B0100,'040239B010002,'04,CAMPECHE,'003,CARMEN,'0239,1,B,0,1,2,,,,,,,,20,17,24,34,39,15,16,4,2,46,36,10,27,,,,460,,,,,,,,,,,
'040239C0100,'040239C010002,'04,CAMPECHE,'003,CARMEN,'0239,1,C,0,1,2,,,,,,,,33,17,18,48,22,46,19,24,31,35,37,48,8,,,,460,,,,,,,,,,,
'040240B0100,'040240B010002,'04,CAMPECHE,'003,CARMEN,'0240,1,B,0,1,2,,,,,,,,28,17,42,39,14,9,27,35,9,2,10,24,36,,,,546,,,,,,,,,,,
'040240C0100,'040240C010002,'04,CAMPECHE,'003,CARMEN,'0240,1,C,0,1,2,,,,,,,,23,6,41,45,14,46,29,13,11,35,9,39,8,,,,545,,,,,,,,,,,
'040240C0200,'040240C020002,'04,CAMPECHE,'003,CARMEN,'0240,2,C,0,1,2,,,,,,,,47,48,24,4,47,17,5,49,24,7,48,14,11,,,,545,,,,,,,,,,,
'040241B0100,'040241B010002,'04,CAMPECHE,'003,CARMEN,'0241,1,B,0,1,2,,,,,,,,14,17,48,24,43,4,25,30,4,14,18,1,2,,,,521,,,,,,,,,,,
'040241C0100,'040241C010002,'04,CAMPECHE,'003,CARMEN,'0241,1,C,0,1,2,,,,,,,,30,5,7,21,19,29,3,30,7,39,5,24,48,,,,521,,,,,,,,,,,
'040241C0200,'040241C020002,'04,CAMPECHE,'003,CARMEN,'0241,2,C,0,1,2,,,,,,,,31,23,6,11,49,43,49,18,36,29,18,39,19,,,,520,,,,,,,,,,,
'040242B0100,'040242B010002,'04,CAMPECHE,'003,CARMEN,'0242,1,B,0,1,2,,,,,,,,28,27,5,35,5,39,40,42,5,46,2,28,39,,,,738,,,,,,,,,,,
'040242C0100,'040242C010002,'04,CAMPECHE,'003,CARMEN,'0242,1,C,0,1,2,,,,,,,,32,7,11,4,32,26,3,33,6,23,27,43,3,,,,737,,,,,,,,,,,
'040243B0100,'040243B010002,'04,CAMPECHE,'003,CARMEN,'0243,1,B,0,1,2,,,,,,,,17,13,25,21,18,39,12,1,5,42,3,36,46,,,,593,,,,,,,,,,,
'040243C0100,'040243C010002,'04,CAMPECHE,'003,CARMEN,'0243,1,C,0,1,2,,,,,,,,22,13,1,25,2,3,45,38,15,28,33,26,29,,,,593,,,,,,,,,,,
'040243C0200,'040243C020002,'04,CAMPECHE,'003,CARMEN,'0243,2,C,0,1,2,,,,,,,,17,32,5,18,36,10,40,18,22,22,25,24,32,,,,592,,,,,,,,,,,
'040243C0300,'040243C030002,'04,CAMPECHE,'003,CARMEN,'0243,3,C,0,1,2,,,,,,,,40,22,10,11,3,45,5,29,32,12,31,45,21,,,,592,,,,,,,,,,,
'040244B0100,'040244B010002,'04,CAMPECHE,'003,CARMEN,'0244,1,B,0,1,2,,,,,,,,11,19,19,16,40,5,3,39,38,19,38,32,1,,,,701,,,,,,,,,,,
'040244C0100,'040244C010002,'04,CAMPECHE,'003,CARMEN,'0244,1,C,0,1,2,,,,,,,,34,21,31,12,47,23,49,48,33,44,2,49,10,,,,701,,,,,,,,,,,
'040244C0200,'040244C020002,'04,CAMPECHE,'003,CARMEN,'0244,2,C,0,1,2,,,,,,,,11,10,36,4,26,18,41,21,2,45,8,16,6,,,,700,,,,,,,,,,,
'040244C0300,'040244C030002,'04,CAMPECHE,'003,CARMEN,'0244,3,C,0,1,2,,,,,,,,3,11,31,41,49,25,31,46,42,44,33,36,27,,,,700,,,,,,,,,,,
'040244C0400,'040244C040002,'04,CAMPECHE,'003,CARMEN,'0244,4,C,0,1,2,,,,,,,,18,7,27,42,46,26,5,1,37,48,32,43,23,,,,700,,,,,,,,,,,
'040244C0500,'040244C050002,'04,CAMPECHE,'003,CARMEN,'0244,5,C,0,1,2,,,,,,,,44,2,3,7,16,7,46,26,27,13,4,10,31,,,,700,,,,,,,,,,,
'040244C0600,'040244C060002,'04,CAMPECHE,'003,CARMEN,'0244,6,C,0,1,2,,,,,,,,6,33,32,34,8,14,28,3,25,31,8,33,32,,,,700,,,,,,,,,,,
'040244C0700,'040244C070002,'04,CAMPECHE,'003,CARMEN,'0244,7,C,0,1,2,,,,,,,,41,20,33,42,21,9,9,16,28,17,35,43,1,,,,700,,,,,,,,,,,
'040244C0800,'040244C080002,'04,CAMPECHE,'003,CARMEN,'0244,8,C,0,1,2,,,,,,,,21,23,6,30,36,35,29,47,21,42,37,45,28,,,,700,,,,,,,,,,,
'040244C0900,'040244C090002,'04,CAMPECHE,'003,CARMEN,'0244,9,C,0,1,2,,,,,,,,12,47,41,22,10,43,33,24,36,19,29,26,30,,,,700,,,,,,,,,,,
'040244C1000,'040244C100002,'04,CAMPECHE,'003,CARMEN,'0244,10,C,0,1,2,,,,,,,,30,9,49,38,44,18,8,47,38,5,20,23,17,,,,700,,,,,,,,,,,
'040244C1100,'040244C110002,'04,CAMPECHE,'003,CARMEN,'0244,11,C,0,1,2,,,,,,,,25,41,39,29,27,27,28,44,27,33,49,20,18,,,,700,,,,,,,,,,,
'040245B0100,'040245B010002,'04,CAMPECHE,'003,CARMEN,'0245,1,B,0,1,2,,,,,,,,47,40,8,21,45,19,24,21,4,32,35,32,46,,,,537,,,,,,,,,,,
'040245C0100,'040245C010002,'04,CAMPECHE,'003,CARMEN,'0245,1,C,0,1,2,,,,,,,,11,22,30,48,33,2,16,29,16,36,33,40,24,,,,536,,,,,,,,,,,
'040245C0200,'040245C020002,'04,CAMPECHE,'003,CARMEN,'0245,2,C,0,1,2,,,,,,,,23,11,28,16,22,47,35,33,2,26,17,21,37,,,,536,,,,,,,,,,,
'040246B0100,'040246B010002,'04,CAMPECHE,'003,CARMEN,'0246,1,B,0,1,2,,,,,,,,1,19,32,30,35,12,26,16,12,23,23,49,47,,,,711,,,,,,,,,,,
'040246C0100,'040246C010002,'04,CAMPECHE,'003,CARMEN,'0246,1,C,0,1,2,,,,,,,,38,1,13,8,12,12,45,41,39,38,15,19,46,,,,711,,,,,,,,,,,
'040247B0100,'040247B010002,'04,CAMPECHE,'003,CARMEN,'0247,1,B,0,1,2,,,,,,,,18,49,29,45,23,39,40,31,49,29,7,5,5,,,,717,,,,,,,,,,,
'040247C0100,'040247C010002,'04,CAMPECHE,'003,CARMEN,'0247,1,C,0,1,2,,,,,,,,17,44,4,38,37,23,38,24,19,40,33,26,29,,,,717,,,,,,,,,,,
'040248B0100,'040248B010002,'04,CAMPECHE,'003,CARMEN,'0248,1,B,0,1,2,,,,,,,,48,48,19,7,46,42,35,26,45,15,31,35,31,,,,631,,,,,,,,,,,
'040248C0100,'040248C010002,'04,CAMPECHE,'003,CARMEN,'0248,1,C,0,1,2,,,,,,,,44,17,1,2,30,45,18,18,34,16,43,25,7,,,,631,,,,,,,,,,,
'040249B0100,'040249B010002,'04,CAMPECHE,'003,CARMEN,'0249,1,B,0,1,2,,,,,,,,17,42,31,18,47,31,41,15,38,48,11,47,14,,,,652,,,,,,,,,,,
'040249C0100,'040249C010002,'04,CAMPECHE,'003,CARMEN,'0249,1,C,0,1,2,,,,,,,,42,32,8,35,14,21,11,42,39,42,11,29,30,,,,652,,,,,,,,,,,
'040249C0200,'040249C020002,'04,CAMPECHE,'003,CARMEN,'0249,2,C,0,1,2,,,,,,,,40,32,31,10,31,49,49,30,11,23,29,25,41,,,,651,,,,,,,,,,,
'040249C0300,'040249C030002,'04,CAMPECHE,'003,CARMEN,'0249,3,C,0,1,2,,,,,,,,48,43,47,38,33,30,26,41,15,23,29,21,35,,,,651,,,,,,,,,,,
'040249C0400,'040249C040002,'04,CAMPECHE,'003,CARMEN,'0249,4,C,0,1,2,,,,,,,,33,36,5,8,25,49,42,9,31,5,35,34,31,,,,651,,,,,,,,,,,
'040250B0100,'040250B010002,'04,CAMPECHE,'003,CARMEN,'0250,1,B,0,2,2,,,,,,,,7,16,43,37,4,18,18,4,12,5,40,16,36,,,,692,,,,,,,,,,,
'040250C0100,'040250C010002,'04,CAMPECHE,'003,CARMEN,'0250,1,C,0,2,2,,,,,,,,29,13,12,35,49,42,32,22,44,49,27,16,28,,,,692,,,,,,,,,,,
'040250C0200,'040250C020002,'04,CAMPECHE,'003,CARMEN,'0250,2,C,0,2,2,,,,,,,,34,46,46,37,5,19,20,25,21,20,25,41,5,,,,692,,,,,,,,,,,
'040251B0100,'040251B010002,'04,CAMPECHE,'003,CARMEN,'0251,1,B,0,1,2,,,,,,,,49,29,9,13,16,9,27,26,5,41,26,32,4,,,,533,,,,,,,,,,,
'040251C0100,'040251C010002,'04,CAMPECHE,'003,CARMEN,'0251,1,C,0,1,2,,,,,,,,41,33,49,1,36,23,23,5,27,31,5,4,13,,,,532,,,,,,,,,,,
'040252B0100,'040252B010002,'04,CAMPECHE,'003,CARMEN,'0252,1,B,0,1,2,,,,,,,,41,46,12,11,18,33,5,17,34,44,10,1,34,,,,514,,,,,,,,,,,
'040252C0100,'040252C010002,'04,CAMPECHE,'003,CARMEN,'0252,1,C,0,1,2,,,,,,,,20,33,12,33,13,27,26,41,41,18,33,48,21,,,,513,,,,,,,,,,,
'040253B0100,'040253B010002,'04,CAMPECHE,'003,CARMEN,'0253,1,B,0,1,2,,,,,,,,6,37,10,1,21,48,36,41,40,42,17,48,17,,,,577,,,,,,,,,,,
'040253C0100,'040253C010002,'04,CAMPECHE,'003,CARMEN,'0253,1,C,0,1,2,,,,,,,,26,45,14,29,18,36,8,5,20,30,29,47,38,,,,576,,,,,,,,,,,
'040253C0200,'040253C020002,'04,CAMPECHE,'003,CARMEN,'0253,2,C,0,1,2,,,,,,,,9,47,32,40,47,24,4,28,21,28,25,3,6,,,,576,,,,,,,,,,,
'040254B0100,'040254B010002,'04,CAMPECHE,'003,CARMEN,'0254,1,B,0,2,2,,,,,,,,16,22,36,26,2,31,14,14,34,27,12,20,49,,,,683,,,,,,,,,,,
'040255B0100,'040255B010002,'04,CAMPECHE,'003,CARMEN,'0255,1,B,0,2,2,,,,,,,,30,21,45,31,15,45,32,25,43,32,23,31,33,,,,591,,,,,,,,,,,
'040256B0100,'040256B010002,'04,CAMPECHE,'003,CARMEN,'0256,1,B,0,2,2,,,,,,,,34,20,3,48,14,11,45,44,23,10,35,36,27,,,,591,,,,,,,,,,,
'040256C0100,'040256C010002,'04,CAMPECHE,'003,CARMEN,'0256,1,C,0,2,2,,,,,,,,22,2,49,28,40,24,36,10,16,39,27,16,1,,,,591,,,,,,,,,,,
'040256C0200,'040256C020002,'04,CAMPECHE,'003,CARMEN,'0256,2,C,0,2,2,,,,,,,,5,20,44,20,10,27,16,22,32,5,11,3,9,,,,591,,,,,,,,,,,
'040256C0300,'040256C030002,'04,CAMPECHE,'003,CARMEN,'0256,3,C,0,2,2,,,,,,,,29,35,18,32,28,14,25,25,32,28,42,3,39,,,,591,,,,,,,,,,,
'040257B0100,'040257B010002,'04,CAMPECHE,'003,CARMEN,'0257,1,B,0,1,2,,,,,,,,8,44,8,42,47,8,28,48,30,5,44,32,27,,,,651,,,,,,,,,,,
'040257C0100,'040257C010002,'04,CAMPECHE,'003,CARMEN,'0257,1,C,0,1,2,,,,,,,,37,8,17,8,24,28,5,5,8,44,34,10,12,,,,651,,,,,,,,,,,
'040257C0200,'040257C020002,'04,CAMPECHE,'003,CARMEN,'0257,2,C,0,1,2,,,,,,,,18,13,43,5,17,22,40,30,26,49,1,31,12,,,,651,,,,,,,,,,,
'040257C0300,'040257C030002,'04,CAMPECHE,'003,CARMEN,'0257,3,C,0,1,2,,,,,,,,16,47,14,23,20,39,7,30,3,3,35,27,36,,,,650,,,,,,,,,,,
'040257C0400,'040257C040002,'04,CAMPECHE,'003,CARMEN,'0257,4,C,0,1,2,,,,,,,,24,46,1,39,5,49,45,24,3,25,36,47,39,,,,650,,,,,,,,,,,
'040258B0100,'040258B010002,'04,CAMPECHE,'003,CARMEN,'0258,1,B,0,2,2,,,,,,,,17,35,27,32,1,18,32,26,22,8,5,6,2,,,,711,,,,,,,,,,,
'040258C0100,'040258C010002,'04,CAMPECHE,'003,CARMEN,'0258,1,C,0,2,2,,,,,,,,3,27,2,29,12,32,4,41,46,30,48,36,17,,,,711,,,,,,,,,,,
'040259B0100,'040259B010002,'04,CAMPECHE,'003,CARMEN,'0259,1,B,0,2,2,,,,,,,,37,16,41,24,15,12,7,48,11,1,46,20,36,,,,692,,,,,,,,,,,
'040259C0100,'040259C010002,'04,CAMPECHE,'003,CARMEN,'0259,1,C,0,2,2,,,,,,,,9,38,8,2,4,9,12,21,18,30,7,2,41,,,,692,,,,,,,,,,,
'040260B0100,'040260B010002,'04,CAMPECHE,'003,CARMEN,'0260,1,B,0,2,2,,,,,,,,6,3,15,34,1,20,38,20,2,4,43,23,45,,,,378,,,,,,,,,,,
'040260C0100,'040260C010002,'04,CAMPECHE,'003,CARMEN,'0260,1,C,0,2,2,,,,,,,,26,20,43,10,34,37,5,37,11,23,39,41,8,,,,377,,,,,,,,,,,
