DIPUTACIONES LOCALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021 18:52 (UTC-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'040185B0100,'040185B010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0185,1,B,0,1,3,,,,,1,2,1,2,42,42,12,23,33,29,42,2,7,21,14,,,,623,,,,,,,,,,,
'040185C0100,'040185C010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0185,1,C,0,1,3,,,,,1,2,1,31,31,30,17,10,10,12,27,21,36,24,45,,,,623,,,,,,,,,,,
'040185C0200,'040185C020003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0185,2,C,0,1,3,,,,,1,2,1,34,41,42,48,11,4,7,43,27,2,40,29,,,,623,,,,,,,,,,,
'040185C0300,'040185C030003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0185,3,C,0,1,3,,,,,1,2,1,35,6,44,38,47,12,28,1,46,37,10,13,,,,623,,,,,,,,,,,
'040185C0400,'040185C040003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0185,4,C,0,1,3,,,,,1,2,1,1,24,40,14,30,36,17,9,37,13,3,44,,,,622,,,,,,,,,,,
'040186B0100,'040186B010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0186,1,B,0,1,3,,,,,1,2,1,19,4,26,40,35,27,39,30,24,40,30,44,,,,718,,,,,,,,,,,
'040186C0100,'040186C010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0186,1,C,0,1,3,,,,,1,2,1,1,19,26,16,34,21,27,31,25,36,35,33,,,,718,,,,,,,,,,,
'040187B0100,'040187B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0187,1,B,0,1,3,,,,,1,2,1,11,48,15,37,43,46,35,15,10,43,13,2,,,,551,,,,,,,,,,,
'040187C0100,'040187C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0187,1,C,0,1,3,,,,,1,2,1,8,2,11,28,4,47,39,7,6,19,14,12,,,,550,,,,,,,,,,,
'040187C0200,'040187C020003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0187,2,C,0,1,3,,,,,1,2,1,35,8,3,22,36,42,17,48,41,34,43,11,,,,550,,,,,,,,,,,
'040188B0100,'040188B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0188,1,B,0,1,3,,,,,1,2,1,8,33,39,28,8,2,43,40,29,35,38,45,,,,666,,,,,,,,,,,
'040188C0100,'040188C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0188,1,C,0,1,3,,,,,1,2,1,29,45,11,17,36,32,28,38,15,32,9,43,,,,665,,,,,,,,,,,
'040188C0200,'040188C020003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0188,2,C,0,1,3,,,,,1,2,1,15,47,39,29,39,1,4,37,19,23,47,19,,,,665,,,,,,,,,,,
'040189B0100,'040189B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0189,1,B,0,1,3,,,,,1,2,1,32,40,37,40,14,18,1,34,22,12,23,29,,,,731,,,,,,,,,,,
'040189C0100,'040189C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0189,1,C,0,1,3,,,,,1,2,1,3,14,16,18,49,21,17,14,42,8,44,7,,,,731,,,,,,,,,,,
'040190B0100,'040190B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0190,1,B,0,1,3,,,,,1,2,1,16,33,36,45,33,8,44,9,48,37,39,40,,,,700,,,,,,,,,,,
'040190C0100,'040190C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0190,1,C,0,1,3,,,,,1,2,1,41,30,40,11,6,33,41,11,26,31,3,24,,,,700,,,,,,,,,,,
'040191B0100,'040191B010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0191,1,B,0,1,3,,,,,1,2,1,15,49,42,5,32,2,42,41,6,30,36,16,,,,721,,,,,,,,,,,
'040191C0100,'040191C010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0191,1,C,0,1,3,,,,,1,2,1,17,22,46,29,16,5,12,40,2,28,18,45,,,,721,,,,,,,,,,,
'040191C0200,'040191C020003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0191,2,C,0,1,3,,,,,1,2,1,40,47,6,10,42,22,30,31,30,36,14,34,,,,721,,,,,,,,,,,
'040192B0100,'040192B010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0192,1,B,0,1,3,,,,,1,2,1,37,22,46,11,49,7,47,41,42,27,41,42,,,,532,,,,,,,,,,,
'040192C0100,'040192C010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0192,1,C,0,1,3,,,,,1,2,1,41,42,15,20,1,39,40,28,31,39,8,13,,,,532,,,,,,,,,,,
'040192C0200,'040192C020003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0192,2,C,0,1,3,,,,,1,2,1,42,21,31,22,39,6,46,14,23,49,9,39,,,,532,,,,,,,,,,,
'040193B0100,'040193B010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0193,1,B,0,1,3,,,,,1,2,1,8,5,12,22,8,14,15,15,40,31,49,27,,,,612,,,,,,,,,,,
'040194B0100,'040194B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0194,1,B,0,1,3,,,,,1,2,1,41,10,20,4,2,31,3,29,48,45,9,45,,,,683,,,,,,,,,,,
'040194C0100,'040194C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0194,1,C,0,1,3,,,,,1,2,1,24,27,5,37,28,4,36,37,18,17,36,24,,,,683,,,,,,,,,,,
'040195B0100,'040195B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0195,1,B,0,1,3,,,,,1,2,1,18,8,18,37,22,20,48,39,25,43,39,35,,,,656,,,,,,,,,,,
'040195C0100,'040195C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0195,1,C,0,1,3,,,,,1,2,1,23,4,49,14,8,42,10,34,7,3,11,34,,,,655,,,,,,,,,,,
'040196B0100,'040196B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0196,1,B,0,1,3,,,,,1,2,1,18,47,5,41,48,35,44,27,13,4,16,5,,,,697,,,,,,,,,,,
'040196C0100,'040196C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0196,1,C,0,1,3,,,,,1,2,1,33,34,33,26,38,21,46,35,30,9,32,39,,,,696,,,,,,,,,,,
'040197B0100,'040197B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0197,1,B,0,1,3,,,,,1,2,1,16,18,33,41,43,23,18,7,43,42,12,34,,,,599,,,,,,,,,,,
'040197C0100,'040197C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0197,1,C,0,1,3,,,,,1,2,1,1,23,35,46,23,39,6,45,33,6,19,11,,,,599,,,,,,,,,,,
'040199B0100,'040199B010003,'04,CAMPECHE,'020,020. PALIZADA,'0199,1,B,0,1,3,,,,,1,2,1,28,3,48,36,16,6,26,28,2,2,4,16,,,,537,,,,,,,,,,,
'040199C0100,'040199C010003,'04,CAMPECHE,'020,020. PALIZADA,'0199,1,C,0,1,3,,,,,1,2,1,12,22,49,41,10,49,31,3,49,32,19,33,,,,537,,,,,,,,,,,
'040199C0200,'040199C020003,'04,CAMPECHE,'020,020. PALIZADA,'0199,2,C,0,1,3,,,,,1,2,1,45,24,31,34,31,48,49,1,40,24,49,46,,,,537,,,,,,,,,,,
'040200B0100,'040200B010003,'04,CAMPECHE,'020,020. PALIZADA,'0200,1,B,0,1,3,,,,,1,2,1,26,4,6,1,43,28,46,35,16,48,24,8,,,,614,,,,,,,,,,,
'040200C0100,'040200C010003,'04,CAMPECHE,'020,020. PALIZADA,'0200,1,C,0,1,3,,,,,1,2,1,44,4,31,31,33,25,38,33,48,32,14,42,,,,557,,,,,,,,,,,
'040201B0100,'040201B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0201,1,B,0,1,3,,,,,1,2,1,18,4,32,9,9,10,41,3,20,4,28,42,,,,459,,,,,,,,,,,
'040201C0100,'040201C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0201,1,C,0,1,3,,,,,1,2,1,27,21,11,29,49,40,6,15,6,13,32,22,,,,459,,,,,,,,,,,
'040202B0100,'040202B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0202,1,B,0,1,3,,,,,1,2,1,22,14,5,16,21,10,49,45,24,11,39,17,,,,564,,,,,,,,,,,
'040202C0100,'040202C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0202,1,C,0,1,3,,,,,1,2,1,15,4,48,46,35,1,1,33,42,34,22,22,,,,564,,,,,,,,,,,
'040202C0200,'040202C020003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0202,2,C,0,1,3,,,,,1,2,1,8,46,7,43,20,24,18,35,11,43,3,42,,,,563,,,,,,,,,,,
'040203B0100,'040203B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0203,1,B,0,1,3,,,,,1,2,1,49,8,4,39,38,15,5,8,18,13,17,27,,,,746,,,,,,,,,,,
'040203C0100,'040203C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0203,1,C,0,1,3,,,,,1,2,1,6,31,15,2,46,31,12,1,17,47,8,21,,,,746,,,,,,,,,,,
'040204B0100,'040204B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0204,1,B,0,1,3,,,,,1,2,1,44,19,22,3,28,37,42,36,15,39,6,11,,,,709,,,,,,,,,,,
'040205B0100,'040205B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0205,1,B,0,1,3,,,,,1,2,1,21,10,44,32,45,33,8,41,40,46,25,36,,,,719,,,,,,,,,,,
'040205C0100,'040205C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0205,1,C,0,1,3,,,,,1,2,1,18,46,40,4,48,43,37,20,26,27,35,7,,,,719,,,,,,,,,,,
'040205C0200,'040205C020003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0205,2,C,0,1,3,,,,,1,2,1,32,43,3,14,3,34,1,47,28,35,23,26,,,,719,,,,,,,,,,,
'040205C0300,'040205C030003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0205,3,C,0,1,3,,,,,1,2,1,38,35,46,3,8,14,35,31,26,37,21,16,,,,719,,,,,,,,,,,
'040205C0400,'040205C040003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0205,4,C,0,1,3,,,,,1,2,1,7,8,27,27,35,16,41,32,11,8,49,44,,,,719,,,,,,,,,,,
'040205C0500,'040205C050003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0205,5,C,0,1,3,,,,,1,2,1,13,47,41,21,34,41,45,38,12,12,33,34,,,,719,,,,,,,,,,,
'040205C0600,'040205C060003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0205,6,C,0,1,3,,,,,1,2,1,9,41,44,6,34,25,18,22,14,23,27,41,,,,719,,,,,,,,,,,
'040206B0100,'040206B010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0206,1,B,0,1,3,,,,,1,2,1,21,41,16,2,38,15,31,13,28,10,49,47,,,,620,,,,,,,,,,,
'040206C0100,'040206C010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0206,1,C,0,1,3,,,,,1,2,1,2,24,31,17,24,49,20,21,48,36,29,11,,,,620,,,,,,,,,,,
'040206C0200,'040206C020003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0206,2,C,0,1,3,,,,,1,2,1,19,11,33,35,48,28,40,18,40,3,34,18,,,,620,,,,,,,,,,,
'040206C0300,'040206C030003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0206,3,C,0,1,3,,,,,1,2,1,36,43,44,3,15,33,21,4,46,25,33,40,,,,619,,,,,,,,,,,
'040206C0400,'040206C040003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0206,4,C,0,1,3,,,,,1,2,1,1,49,33,49,42,13,25,41,39,18,10,31,,,,619,,,,,,,,,,,
'040207B0100,'040207B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0207,1,B,0,1,3,,,,,1,2,1,35,28,25,15,45,24,34,48,5,13,26,1,,,,563,,,,,,,,,,,
'040207C0100,'040207C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0207,1,C,0,1,3,,,,,1,2,1,34,43,10,33,42,46,10,9,46,18,25,13,,,,562,,,,,,,,,,,
'040207C0200,'040207C020003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0207,2,C,0,1,3,,,,,1,2,1,20,19,43,28,42,18,24,27,44,39,24,16,,,,562,,,,,,,,,,,
'040208B0100,'040208B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0208,1,B,0,1,3,,,,,1,2,1,27,39,31,31,15,35,6,34,18,18,36,13,,,,516,,,,,,,,,,,
'040208C0100,'040208C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0208,1,C,0,1,3,,,,,1,2,1,1,14,41,26,27,23,44,39,15,18,34,36,,,,515,,,,,,,,,,,
'040208C0200,'040208C020003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0208,2,C,0,1,3,,,,,1,2,1,30,12,14,20,15,41,16,20,23,22,47,5,,,,515,,,,,,,,,,,
'040209B0100,'040209B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0209,1,B,0,1,3,,,,,1,2,1,47,41,40,11,25,49,45,43,30,45,16,48,,,,729,,,,,,,,,,,
'040209C0100,'040209C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0209,1,C,0,1,3,,,,,1,2,1,19,11,36,47,44,40,22,31,42,12,9,2,,,,729,,,,,,,,,,,
'040210B0100,'040210B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0210,1,B,0,1,3,,,,,1,2,1,35,17,49,31,22,28,44,3,20,26,41,23,,,,536,,,,,,,,,,,
'040210C0100,'040210C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0210,1,C,0,1,3,,,,,1,2,1,21,14,36,20,13,34,38,17,43,25,18,2,,,,536,,,,,,,,,,,
'040210C0200,'040210C020003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0210,2,C,0,1,3,,,,,1,2,1,42,7,4,6,33,19,32,37,14,41,26,29,,,,535,,,,,,,,,,,
'040211B0100,'040211B010003,'04,CAMPECHE,'020,020. PALIZADA,'0211,1,B,0,1,3,,,,,1,2,1,7,33,22,48,40,3,28,43,4,7,32,36,,,,739,,,,,,,,,,,
'040211C0100,'040211C010003,'04,CAMPECHE,'020,020. PALIZADA,'0211,1,C,0,1,3,,,,,1,2,1,21,7,40,29,14,33,19,15,29,8,46,48,,,,739,,,,,,,,,,,
'040212B0100,'040212B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0212,1,B,0,1,3,,,,,1,2,1,35,11,17,26,2,18,3,35,47,23,32,2,,,,389,,,,,,,,,,,
'040212C0100,'040212C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0212,1,C,0,1,3,,,,,1,2,1,45,8,28,26,42,15,3,30,15,5,24,37,,,,388,,,,,,,,,,,
'040213B0100,'040213B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0213,1,B,0,1,3,,,,,1,2,1,20,13,5,21,41,7,8,39,49,22,34,10,,,,448,,,,,,,,,,,
'040213C0100,'040213C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0213,1,C,0,1,3,,,,,1,2,1,14,36,7,19,41,12,9,4,6,2,7,29,,,,448,,,,,,,,,,,
'040214B0100,'040214B010003,'04,CAMPECHE,'020,020. PALIZADA,'0214,1,B,0,1,3,,,,,1,2,1,31,8,19,46,1,11,26,14,45,26,6,4,,,,590,,,,,,,,,,,
'040214C0100,'040214C010003,'04,CAMPECHE,'020,020. PALIZADA,'0214,1,C,0,1,3,,,,,1,2,1,29,46,43,45,39,27,39,26,46,13,35,33,,,,589,,,,,,,,,,,
'040215B0100,'040215B010003,'04,CAMPECHE,'020,020. PALIZADA,'0215,1,B,0,1,3,,,,,1,2,1,27,2,7,12,26,43,7,26,33,36,10,9,,,,400,,,,,,,,,,,
'040216B0100,'040216B010003,'04,CAMPECHE,'020,020. PALIZADA,'0216,1,B,0,1,3,,,,,1,2,1,21,6,12,5,45,40,39,23,42,41,12,9,,,,441,,,,,,,,,,,
'040216C0100,'040216C010003,'04,CAMPECHE,'020,020. PALIZADA,'0216,1,C,0,1,3,,,,,1,2,1,49,18,31,29,41,33,35,19,39,3,39,48,,,,440,,,,,,,,,,,
'040216S0100,'040216S010003,'04,CAMPECHE,'020,020. PALIZADA,'0216,1,S,0,1,3,,,,,1,2,1,2,46,44,37,28,21,8,31,36,4,27,24,,,,0,,,,,,,,,,,
'040217B0100,'040217B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0217,1,B,0,1,3,,,,,1,2,1,46,39,47,36,25,34,11,10,11,21,6,15,,,,633,,,,,,,,,,,
'040217C0100,'040217C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0217,1,C,0,1,3,,,,,1,2,1,1,19,41,23,15,15,3,15,9,8,29,25,,,,633,,,,,,,,,,,
'040218B0100,'040218B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0218,1,B,0,1,3,,,,,1,2,1,21,41,40,15,12,43,43,34,7,43,44,36,,,,589,,,,,,,,,,,
'040218C0100,'040218C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0218,1,C,0,1,3,,,,,1,2,1,36,22,10,26,35,30,11,43,39,12,9,8,,,,588,,,,,,,,,,,
'040218S0100,'040218S010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0218,1,S,0,1,3,,,,,1,2,1,30,16,1,25,42,27,41,3,40,9,2,37,,,,0,,,,,,,,,,,
'040219B0100,'040219B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0219,1,B,0,1,3,,,,,1,2,1,31,11,7,35,45,27,46,47,40,39,7,8,,,,466,,,,,,,,,,,
'040220B0100,'040220B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0220,1,B,0,1,3,,,,,1,2,1,24,30,14,19,12,33,35,12,17,32,38,5,,,,734,,,,,,,,,,,
'040221B0100,'040221B010003,'04,CAMPECHE,'020,020. PALIZADA,'0221,1,B,0,1,3,,,,,1,2,1,37,38,44,14,8,8,21,49,13,44,23,46,,,,716,,,,,,,,,,,
'040222B0100,'040222B010003,'04,CAMPECHE,'020,020. PALIZADA,'0222,1,B,0,1,3,,,,,1,2,1,44,38,47,4,42,14,28,30,49,46,24,18,,,,524,,,,,,,,,,,
'040223B0100,'040223B010003,'04,CAMPECHE,'020,020. PALIZADA,'0223,1,B,0,1,3,,,,,1,2,1,24,34,7,1,23,38,47,24,36,38,4,45,,,,732,,,,,,,,,,,
'040224B0100,'040224B010003,'04,CAMPECHE,'020,020. PALIZADA,'0224,1,B,0,1,3,,,,,1,2,1,5,46,17,44,7,48,31,17,22,18,33,32,,,,614,,,,,,,,,,,
'040224C0100,'040224C010003,'04,CAMPECHE,'020,020. PALIZADA,'0224,1,C,0,1,3,,,,,1,2,1,3,29,16,24,7,20,5,13,10,16,37,15,,,,613,,,,,,,,,,,
'040225B0100,'040225B010003,'04,CAMPECHE,'020,020. PALIZADA,'0225,1,B,0,1,3,,,,,1,2,1,6,17,46,31,40,49,11,19,46,17,18,21,,,,589,,,,,,,,,,,
'040225C0100,'040225C010003,'04,CAMPECHE,'020,020. PALIZADA,'0225,1,C,0,1,3,,,,,1,2,1,8,42,36,32,47,36,28,43,38,30,42,12,,,,588,,,,,,,,,,,
'040226B0100,'040226B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0226,1,B,0,1,3,,,,,1,2,1,14,4,46,44,41,22,16,9,25,32,31,2,,,,575,,,,,,,,,,,
'040226C0100,'040226C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0226,1,C,0,1,3,,,,,1,2,1,14,7,34,18,9,26,40,33,49,38,5,42,,,,574,,,,,,,,,,,
'040227B0100,'040227B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0227,1,B,0,1,3,,,,,1,2,1,30,9,49,49,4,12,11,45,26,33,17,4,,,,700,,,,,,,,,,,
'040227C0100,'040227C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0227,1,C,0,1,3,,,,,1,2,1,21,6,43,36,15,9,34,5,31,47,36,4,,,,700,,,,,,,,,,,
'040228B0100,'040228B010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0228,1,B,0,1,3,,,,,1,2,1,10,30,37,26,45,7,29,29,32,44,43,8,,,,496,,,,,,,,,,,
'040228C0100,'040228C010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0228,1,C,0,1,3,,,,,1,2,1,10,12,33,3,29,1,8,30,4,45,44,8,,,,495,,,,,,,,,,,
'040228S0100,'040228S010003,'04,CAMPECHE,'009,009. CIUDAD DEL CARMEN,'0228,1,S,0,1,3,,,,,1,2,1,37,47,47,1,41,43,25,13,46,41,26,32,,,,0,,,,,,,,,,,
'040230B0100,'040230B010003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0230,1,B,0,1,3,,,,,1,2,1,28,35,11,33,33,8,43,6,10,3,46,45,,,,737,,,,,,,,,,,
'040230C0100,'040230C010003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0230,1,C,0,1,3,,,,,1,2,1,38,42,44,17,2,24,44,24,19,35,1,2,,,,737,,,,,,,,,,,
'040230C0200,'040230C020003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0230,2,C,0,1,3,,,,,1,2,1,7,34,40,32,14,25,25,14,14,17,26,39,,,,737,,,,,,,,,,,
'040230C0300,'040230C030003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0230,3,C,0,1,3,,,,,1,2,1,27,2,2,3,18,38,27,15,22,28,30,10,,,,737,,,,,,,,,,,
'040230C0400,'040230C040003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0230,4,C,0,1,3,,,,,1,2,1,31,16,1,25,8,27,1,19,40,28,40,48,,,,737,,,,,,,,,,,
'040230C0500,'040230C050003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0230,5,C,0,1,3,,,,,1,2,1,45,38,34,35,7,32,35,22,21,34,27,22,,,,736,,,,,,,,,,,
'040230C0600,'040230C060003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0230,6,C,0,1,3,,,,,1,2,1,11,11,38,46,44,33,45,2,27,41,12,47,,,,736,,,,,,,,,,,
'040230C0700,'040230C070003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0230,7,C,0,1,3,,,,,1,2,1,31,41,4,47,45,47,39,24,41,5,32,20,,,,736,,,,,,,,,,,
'040230C0800,'040230C080003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0230,8,C,0,1,3,,,,,1,2,1,22,41,42,45,3,20,7,27,31,26,42,45,,,,736,,,,,,,,,,,
'040231B0100,'040231B010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0231,1,B,0,1,3,,,,,1,2,1,6,37,40,39,44,35,25,41,46,9,26,19,,,,577,,,,,,,,,,,
'040231C0100,'040231C010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0231,1,C,0,1,3,,,,,1,2,1,20,9,19,31,2,8,40,9,11,6,31,5,,,,577,,,,,,,,,,,
'040231C0200,'040231C020003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0231,2,C,0,1,3,,,,,1,2,1,19,37,5,30,34,34,47,49,23,46,12,1,,,,577,,,,,,,,,,,
'040231C0300,'040231C030003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0231,3,C,0,1,3,,,,,1,2,1,9,3,10,4,46,2,12,26,4,17,49,2,,,,576,,,,,,,,,,,
'040232B0100,'040232B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0232,1,B,0,1,3,,,,,1,2,1,2,10,13,22,44,36,15,1,5,28,16,12,,,,654,,,,,,,,,,,
'040232C0100,'040232C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0232,1,C,0,1,3,,,,,1,2,1,5,32,18,45,36,49,28,44,8,44,35,40,,,,654,,,,,,,,,,,
'040232C0200,'040232C020003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0232,2,C,0,1,3,,,,,1,2,1,28,45,6,18,11,40,37,30,8,43,44,33,,,,654,,,,,,,,,,,
'040233B0100,'040233B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0233,1,B,0,1,3,,,,,1,2,1,24,41,22,10,2,2,36,18,35,41,42,37,,,,636,,,,,,,,,,,
'040233C0100,'040233C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0233,1,C,0,1,3,,,,,1,2,1,45,41,18,12,5,23,12,39,44,12,29,48,,,,635,,,,,,,,,,,
'040233C0200,'040233C020003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0233,2,C,0,1,3,,,,,1,2,1,20,16,32,40,1,38,25,11,29,15,19,46,,,,635,,,,,,,,,,,
'040234B0100,'040234B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0234,1,B,0,1,3,,,,,1,2,1,37,25,3,34,23,46,7,49,35,42,20,1,,,,649,,,,,,,,,,,
'040234C0100,'040234C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0234,1,C,0,1,3,,,,,1,2,1,28,20,30,46,35,42,18,27,29,48,14,5,,,,649,,,,,,,,,,,
'040234C0200,'040234C020003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0234,2,C,0,1,3,,,,,1,2,1,19,41,16,4,22,20,27,16,17,5,7,26,,,,649,,,,,,,,,,,
'040235B0100,'040235B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0235,1,B,0,1,3,,,,,1,2,1,17,31,27,3,4,22,24,26,21,41,44,19,,,,668,,,,,,,,,,,
'040235C0100,'040235C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0235,1,C,0,1,3,,,,,1,2,1,13,29,1,12,4,19,14,19,9,9,6,33,,,,668,,,,,,,,,,,
'040236B0100,'040236B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0236,1,B,0,1,3,,,,,1,2,1,33,5,48,31,42,26,49,19,11,22,11,6,,,,744,,,,,,,,,,,
